uuid,speaker,sentence,letter,emotion_en,suffix,path,paths
09b01Na,9,b01,N,neutral,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b01Na,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b01Na.wav
09b01Wb,9,b01,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b01Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b01Wb.wav
09b02Na,9,b02,N,neutral,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b02Na,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b02Na.wav
09b02Tb,9,b02,T,sad,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b02Tb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b02Tb.wav
09b02Wc,9,b02,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b02Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b02Wc.wav
09b02Wd,9,b02,W,angry,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b02Wd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b02Wd.wav
09b03Ed,9,b03,E,disgust,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b03Ed,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b03Ed.wav
09b03Fa,9,b03,F,happy,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b03Fa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b03Fa.wav
09b03Fd,9,b03,F,happy,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b03Fd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b03Fd.wav
09b03Lb,9,b03,L,boring,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b03Lb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b03Lb.wav
09b03Nb,9,b03,N,neutral,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b03Nb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b03Nb.wav
09b03Ta,9,b03,T,sad,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b03Ta,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b03Ta.wav
09b03Wb,9,b03,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b03Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b03Wb.wav
09b09Ea,9,b09,E,disgust,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b09Ea,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b09Ea.wav
09b09Nd,9,b09,N,neutral,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b09Nd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b09Nd.wav
09b09Wa,9,b09,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b09Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b09Wa.wav
09b10Aa,9,b10,A,afraid,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b10Aa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b10Aa.wav
09b10Nd,9,b10,N,neutral,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b10Nd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b10Nd.wav
09b10Wa,9,b10,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b10Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\09b10Wa.wav
10a01Ac,10,a01,A,afraid,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a01Ac,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a01Ac.wav
10a01Nb,10,a01,N,neutral,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a01Nb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a01Nb.wav
10a01Wa,10,a01,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a01Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a01Wa.wav
10a02Ab,10,a02,A,afraid,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a02Ab,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a02Ab.wav
10a02Fa,10,a02,F,happy,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a02Fa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a02Fa.wav
10a02Lb,10,a02,L,boring,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a02Lb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a02Lb.wav
10a02Na,10,a02,N,neutral,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a02Na,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a02Na.wav
10a02Wa,10,a02,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a02Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a02Wa.wav
10a04Fd,10,a04,F,happy,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a04Fd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a04Fd.wav
10a04Nb,10,a04,N,neutral,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a04Nb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a04Nb.wav
10a04Wa,10,a04,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a04Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a04Wa.wav
10a04Wb,10,a04,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a04Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a04Wb.wav
10a05Aa,10,a05,A,afraid,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a05Aa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a05Aa.wav
10a05Ld,10,a05,L,boring,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a05Ld,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a05Ld.wav
10a05Tb,10,a05,T,sad,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a05Tb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a05Tb.wav
10a05Wb,10,a05,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a05Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a05Wb.wav
10a07Aa,10,a07,A,afraid,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a07Aa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a07Aa.wav
10a07Ad,10,a07,A,afraid,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a07Ad,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a07Ad.wav
10a07La,10,a07,L,boring,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a07La,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a07La.wav
10a07Ta,10,a07,T,sad,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a07Ta,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a07Ta.wav
10a07Wb,10,a07,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a07Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10a07Wb.wav
10b01Aa,10,b01,A,afraid,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b01Aa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b01Aa.wav
10b01Ea,10,b01,E,disgust,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b01Ea,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b01Ea.wav
10b01Fa,10,b01,F,happy,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b01Fa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b01Fa.wav
10b01Lb,10,b01,L,boring,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b01Lb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b01Lb.wav
10b02Aa,10,b02,A,afraid,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b02Aa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b02Aa.wav
10b02La,10,b02,L,boring,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b02La,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b02La.wav
10b02Na,10,b02,N,neutral,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b02Na,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b02Na.wav
10b02Wb,10,b02,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b02Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b02Wb.wav
10b03La,10,b03,L,boring,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b03La,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b03La.wav
10b03Tb,10,b03,T,sad,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b03Tb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b03Tb.wav
10b03Wb,10,b03,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b03Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b03Wb.wav
10b09Ad,10,b09,A,afraid,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b09Ad,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b09Ad.wav
10b09Lb,10,b09,L,boring,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b09Lb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b09Lb.wav
10b09Wb,10,b09,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b09Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b09Wb.wav
10b10Fc,10,b10,F,happy,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b10Fc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b10Fc.wav
10b10Lc,10,b10,L,boring,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b10Lc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b10Lc.wav
10b10Wa,10,b10,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b10Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\10b10Wa.wav
11a01Aa,11,a01,A,afraid,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a01Aa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a01Aa.wav
11a01Ab,11,a01,A,afraid,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a01Ab,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a01Ab.wav
11a01Ld,11,a01,L,boring,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a01Ld,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a01Ld.wav
11a01Nd,11,a01,N,neutral,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a01Nd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a01Nd.wav
11a01Wc,11,a01,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a01Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a01Wc.wav
11a02Ec,11,a02,E,disgust,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a02Ec,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a02Ec.wav
11a02Fb,11,a02,F,happy,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a02Fb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a02Fb.wav
11a02Ld,11,a02,L,boring,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a02Ld,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a02Ld.wav
11a02Nc,11,a02,N,neutral,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a02Nc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a02Nc.wav
11a02Tc,11,a02,T,sad,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a02Tc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a02Tc.wav
11a02Wc,11,a02,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a02Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a02Wc.wav
11a04Ac,11,a04,A,afraid,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a04Ac,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a04Ac.wav
11a04Fd,11,a04,F,happy,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a04Fd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a04Fd.wav
11a04Nd,11,a04,N,neutral,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a04Nd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a04Nd.wav
11a04Wc,11,a04,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a04Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a04Wc.wav
11a05Ad,11,a05,A,afraid,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a05Ad,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a05Ad.wav
11a05Fb,11,a05,F,happy,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a05Fb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a05Fb.wav
11a05Fc,11,a05,F,happy,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a05Fc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a05Fc.wav
11a05Lc,11,a05,L,boring,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a05Lc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a05Lc.wav
11a05Na,11,a05,N,neutral,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a05Na,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a05Na.wav
11a05Td,11,a05,T,sad,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a05Td,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a05Td.wav
11a05Wd,11,a05,W,angry,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a05Wd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a05Wd.wav
11a07Ac,11,a07,A,afraid,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a07Ac,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a07Ac.wav
11a07Ld,11,a07,L,boring,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a07Ld,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a07Ld.wav
11a07Ta,11,a07,T,sad,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a07Ta,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a07Ta.wav
11a07Wc,11,a07,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a07Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11a07Wc.wav
11b01Ab,11,b01,A,afraid,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b01Ab,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b01Ab.wav
11b01Eb,11,b01,E,disgust,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b01Eb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b01Eb.wav
11b01Fc,11,b01,F,happy,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b01Fc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b01Fc.wav
11b01Lb,11,b01,L,boring,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b01Lb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b01Lb.wav
11b01Nc,11,b01,N,neutral,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b01Nc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b01Nc.wav
11b01Wd,11,b01,W,angry,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b01Wd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b01Wd.wav
11b02Ab,11,b02,A,afraid,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b02Ab,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b02Ab.wav
11b02Fd,11,b02,F,happy,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b02Fd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b02Fd.wav
11b02Na,11,b02,N,neutral,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b02Na,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b02Na.wav
11b02Td,11,b02,T,sad,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b02Td,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b02Td.wav
11b02Wb,11,b02,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b02Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b02Wb.wav
11b03Fc,11,b03,F,happy,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b03Fc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b03Fc.wav
11b03Lc,11,b03,L,boring,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b03Lc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b03Lc.wav
11b03Nb,11,b03,N,neutral,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b03Nb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b03Nb.wav
11b03Td,11,b03,T,sad,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b03Td,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b03Td.wav
11b03Wa,11,b03,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b03Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b03Wa.wav
11b03Wb,11,b03,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b03Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b03Wb.wav
11b09Ad,11,b09,A,afraid,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b09Ad,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b09Ad.wav
11b09Fd,11,b09,F,happy,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b09Fd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b09Fd.wav
11b09Ld,11,b09,L,boring,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b09Ld,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b09Ld.wav
11b09Na,11,b09,N,neutral,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b09Na,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b09Na.wav
11b09Td,11,b09,T,sad,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b09Td,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b09Td.wav
11b09Wa,11,b09,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b09Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b09Wa.wav
11b10Ad,11,b10,A,afraid,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b10Ad,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b10Ad.wav
11b10Ae,11,b10,A,afraid,e,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b10Ae,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b10Ae.wav
11b10Ld,11,b10,L,boring,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b10Ld,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b10Ld.wav
11b10Nc,11,b10,N,neutral,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b10Nc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b10Nc.wav
11b10Td,11,b10,T,sad,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b10Td,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b10Td.wav
11b10Wa,11,b10,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b10Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\11b10Wa.wav
12a01Fb,12,a01,F,happy,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a01Fb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a01Fb.wav
12a01Lb,12,a01,L,boring,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a01Lb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a01Lb.wav
12a01Nb,12,a01,N,neutral,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a01Nb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a01Nb.wav
12a01Wc,12,a01,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a01Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a01Wc.wav
12a02Ac,12,a02,A,afraid,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a02Ac,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a02Ac.wav
12a02Ec,12,a02,E,disgust,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a02Ec,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a02Ec.wav
12a02Nb,12,a02,N,neutral,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a02Nb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a02Nb.wav
12a02Wa,12,a02,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a02Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a02Wa.wav
12a02Wc,12,a02,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a02Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a02Wc.wav
12a04Wc,12,a04,W,angry,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a04Wc,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a04Wc.wav
12a05Ab,12,a05,A,afraid,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a05Ab,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a05Ab.wav
12a05Lb,12,a05,L,boring,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a05Lb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a05Lb.wav
12a05Nd,12,a05,N,neutral,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a05Nd,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a05Nd.wav
12a05Ta,12,a05,T,sad,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a05Ta,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a05Ta.wav
12a05Wb,12,a05,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a05Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a05Wb.wav
12a07Ac,12,a07,A,afraid,c,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a07Ac,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a07Ac.wav
12a07La,12,a07,L,boring,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a07La,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a07La.wav
12a07Wa,12,a07,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a07Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12a07Wa.wav
12b01Ta,12,b01,T,sad,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b01Ta,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\12b01Ta.wav
